ID,YEAR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,SAMPLE_RACE,SAMPLE_SEX,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
3397,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1986,Yes,5,60100,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,3,3,22,No,NEVER,0,58000,No,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,89800,3: OUT OF LABOR FORCE,
3398,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,3,51500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,1,26,No,NEVER,40000,58000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,26000,1: EMPLOYED,
3399,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,4,38000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,2,29,Yes,ADULT ONLY,38000,100000,No,High school diploma (or equivalent),No,Yes,12,-3,-4,-3,-4,-4,2,132000,1: EMPLOYED,
3400,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,No,2,-2,-3,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,5,0,31,Yes,ADULT ONLY,28000,100000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,9533,1: EMPLOYED,
3401,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,4,36900,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,2,27,No,NEVER,32000,42000,No,High school diploma (or equivalent),No,No,-4,502,-4,502,-4,-4,2,47800,1: EMPLOYED,
3402,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1996,Yes,2,51000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,18,0,33,No,NEVER,23000,60000,No,High school diploma (or equivalent),No,No,60,1002,-4,1002,-4,10500,4,49600,1: EMPLOYED,
3403,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,4,146942,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,2,27,Yes,ADULT ONLY,40000,138775,No,High school diploma (or equivalent),No,No,40,501,-4,501,-4,-4,1,841832,1: EMPLOYED,
3404,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,45050,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,10,0,No children yet,No,NEVER,30000,45000,No,Bachelor of Science (BS),No,No,-4,502,-4,502,-4,4200,2,8040,1: EMPLOYED,
3405,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,38505,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,11,0,No children yet,Yes,ADULT ONLY,26000,72000,-4,High school diploma (or equivalent),No,Yes,1,506,-4,1202,-4,30000,3,-4000,1: EMPLOYED,
3406,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,13860,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,6,0,No children yet,No,NEVER,12000,47000,Yes,Bachelor of Science (BS),No,No,-4,802,-4,802,-4,10000,2,122200,1: EMPLOYED,
3407,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,4,37950,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,2,25,No,NEVER,650,36000,No,Bachelor of Science (BS),No,No,6,1,-4,1,-4,-4,2,144700,1: EMPLOYED,
3408,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,6,39200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,4,20,No,NEVER,700,12000,-4,High school diploma (or equivalent),No,Yes,18,-4,-4,-4,-4,-5,2,59500,1: EMPLOYED,
3410,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,21800,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,No,NEVER,21000,92000,No,Bachelor of Science (BS),No,No,128,501,-4,501,-4,-4,3,-1,1: EMPLOYED,
3411,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,56010,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,9,1,25,Yes,CHILD ONLY,29000,29000,No,Associate/Junior College (AA),No,No,-4,1203,-4,1203,-4,-5,2,24667,3: OUT OF LABOR FORCE,
3412,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,4,48075,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,12,2,23,Yes,ADULT ONLY,3000,17000,No,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,87000,3: OUT OF LABOR FORCE,
3413,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,4,47100,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,10,2,22,No,NEVER,2000,47000,No,High school diploma (or equivalent),No,No,6,502,-4,502,-4,-4,2,85500,1: EMPLOYED,
3414,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,3,40200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,12,1,28,No,NEVER,40000,110000,No,Bachelor of Science (BS),No,No,60,839,-4,839,-4,-5,3,115000,1: EMPLOYED,
3416,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,2001,Yes,2,-2,-3,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,12,0,39,No,NEVER,30000,45000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,16000,1: EMPLOYED,
3417,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1994,No,4,38000,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,5,1: URBAN,14,0,30,Yes,ADULT ONLY,8000,35000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,4,0,3: OUT OF LABOR FORCE,
3418,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1994,Yes,2,-3,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,7,0,29,No,NEVER,23000,46000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
3420,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,1,35200,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,20,0,26,No,NEVER,35000,85000,Yes,High school diploma (or equivalent),No,No,-4,601,-4,601,-4,-4,2,-1000,1: EMPLOYED,
3421,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,4,30000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,9,2,19,No,NEVER,25000,125074,No,Associate/Junior College (AA),No,Yes,55,514,-4,514,-4,-4,2,168100,1: EMPLOYED,
3422,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1998,Yes,1,38000,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,10,0,35,Yes,ADULT ONLY,30000,54000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,705,-4,506,-4,2500,3,18300,1: EMPLOYED,
3423,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,2,60500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,16,0,30,Yes,ADULT ONLY,30000,40000,Yes,Bachelor of Arts Degree (BA),No,No,36,-3,-4,-3,-4,2500,2,131778,1: EMPLOYED,
3424,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1986,Yes,4,41700,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,9,2,27,Yes,ADULT ONLY,15000,49000,No,Associate/Junior College (AA),No,Yes,46,808,-4,808,-4,-4,3,841832,1: EMPLOYED,
3425,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,2005,Yes,1,26000,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,10,0,41,Yes,CHILD ONLY,26000,88000,No,High school diploma (or equivalent),No,No,-4,606,-4,606,-4,-5,2,7400,1: EMPLOYED,
3426,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,90000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,11,1,27,Yes,ADULT ONLY,38000,38000,Yes,Bachelor of Arts Degree (BA),No,No,-4,509,-4,509,-4,6000,2,158000,1: EMPLOYED,
3428,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,63000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,2,27,No,NEVER,0,20423,Yes,Bachelor of Science (BS),No,Yes,-4,2304,-4,2304,-4,5000,0,150500,3: OUT OF LABOR FORCE,
3429,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,5,17980,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,3,3,25,Yes,ADULT ONLY,0,13000,Yes,Bachelor of Arts Degree (BA),No,No,-4,802,-4,802,-4,-4,0,216750,3: OUT OF LABOR FORCE,
3430,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,60300,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,3,25,No,NEVER,0,20000,No,Bachelor of Science (BS),No,Yes,-4,1905,-4,1905,-4,-4,0,122000,3: OUT OF LABOR FORCE,
3431,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,4,51000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,2,22,No,NEVER,50000,307823,No,Bachelor of Science (BS),No,No,-4,909,-4,909,-4,-4,2,24500,1: EMPLOYED,
3432,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,1,26520,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,5,0,32,No,NEVER,26500,41000,Yes,High school diploma (or equivalent),No,Yes,-4,1101,-4,1101,-4,1500,2,-1100,1: EMPLOYED,
3433,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,5,95750,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,3,26,No,NEVER,0,23000,No,Bachelor of Arts Degree (BA),No,No,-4,703,-4,703,-4,-4,0,264500,3: OUT OF LABOR FORCE,
3434,1990,58,IN OTHER COUNTRY,HISPANIC,FEMALE,1994,Yes,2,-2,-3,4: WEST,1: 1  MARRIED,0,1: URBAN,14,0,35,Yes,ADULT ONLY,25000,126000,Yes,Bachelor of Science (BS),No,No,40,-3,-4,-3,-4,2500,2,10400,1: EMPLOYED,
3435,1990,57,IN OTHER COUNTRY,HISPANIC,FEMALE,1978,No,4,11000,1: IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,1,1,20,Yes,ADULT ONLY,11000,22000,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,2,0,3: OUT OF LABOR FORCE,
3438,1990,64,IN OTHER COUNTRY,HISPANIC,FEMALE,1985,No,4,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,1,2,20,Yes,CHILD ONLY,-2,24000,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,2,2000,1: EMPLOYED,
3440,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,1,23250,0: NOT IN POVERTY,2: NORTH CENTRAL,2: 2  SEPARATED,0,1: URBAN,7,0,25,Yes,ADULT ONLY,23000,79000,-4,None,No,No,4,-4,-4,-4,-4,-4,2,-6700,1: EMPLOYED,
3442,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1996,Yes,2,42500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,0,34,Yes,ADULT ONLY,0,6000,Yes,Bachelor of Science (BS),No,No,-4,411,-4,401,-4,4000,0,163843,3: OUT OF LABOR FORCE,
3444,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,4,55310,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,2,18,Yes,ADULT ONLY,15000,30000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,11300,1: EMPLOYED,
3445,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,3,-2,-3,4: WEST,1: 1  MARRIED,0,0: RURAL,7,1,18,No,NEVER,16500,61958,-4,High school diploma (or equivalent),Yes,No,40,-4,-4,-4,-4,-4,2,24000,1: EMPLOYED,
3446,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1976,Yes,3,4516,1: IN POVERTY,2: NORTH CENTRAL,3: 3  DIVORCED,23,1: URBAN,9,2,19,Yes,ADULT ONLY,1100,28000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-5,1,-2400,1: EMPLOYED,
3447,1990,59,IN THE US,BLACK,FEMALE,1976,Yes,6,35200,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,7,4,16,Yes,ADULT ONLY,0,265933,-4,None,No,Yes,-4,-4,-4,-4,-4,-5,2,168000,1: EMPLOYED,
3448,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,6,32000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,5,4,19,Yes,ADULT ONLY,0,3800,,-5,No,No,-4,1004,-4,1004,-4,-5,0,71500,3: OUT OF LABOR FORCE,
3450,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1994,Yes,2,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,3,0,31,No,NEVER,-1,236000,No,Bachelor of Science (BS),No,No,-4,0,-4,0,-4,10000,2,841832,1: EMPLOYED,
3451,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,3,36300,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,1,19,No,NEVER,17000,50000,No,"Master's Degree (MA, MBA, MS, MSW)",Yes,Yes,24,701,-4,701,-4,-4,3,17000,1: EMPLOYED,
3452,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,55500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,1,26,Yes,ADULT ONLY,17000,25500,No,High school diploma (or equivalent),No,No,-4,502,-4,502,-4,-4,2,35700,1: EMPLOYED,
3453,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,60830,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,1,26,No,NEVER,42300,81000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,11500,1: EMPLOYED,
3454,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,5,41700,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,6,3,24,Yes,ADULT ONLY,700,90000,,Associate/Junior College (AA),No,No,-4,2399,-4,2399,-4,-4,2,841832,3: OUT OF LABOR FORCE,
3455,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,Yes,5,40900,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,3,26,No,NEVER,38900,65000,No,High school diploma (or equivalent),No,Yes,-4,9996,-4,9996,-4,-5,2,89000,1: EMPLOYED,
3456,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,57000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,1,29,Yes,ADULT ONLY,25000,45000,No,High school diploma (or equivalent),Yes,No,-4,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
3457,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,7,66010,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,1,26,No,NEVER,11000,26000,No,Associate/Junior College (AA),No,Yes,-4,2105,-4,2105,-4,-4,2,21000,1: EMPLOYED,
3458,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,42000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,1,27,No,NEVER,10000,49000,No,Associate/Junior College (AA),No,No,-4,2105,-4,2105,-4,-4,2,16500,1: EMPLOYED,
3459,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1993,Yes,2,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,0,29,Yes,ADULT ONLY,25000,40000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,506,-4,802,-4,25000,2,9700,1: EMPLOYED,
3460,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,-2,-3,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,10,0,No children yet,Yes,ADULT ONLY,16000,30000,-4,Associate/Junior College (AA),No,Yes,40,-4,-4,2105,-4,-4,3,8800,1: EMPLOYED,
3461,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1996,Yes,2,48040,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,0,34,No,NEVER,32000,76000,No,High school diploma (or equivalent),No,No,-4,602,-4,602,-4,-4,2,8000,1: EMPLOYED,
3462,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,30069,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,9,0,No children yet,No,NEVER,30000,40000,No,High school diploma (or equivalent),No,No,-4,9996,-4,9996,-4,-5,1,21000,1: EMPLOYED,
3463,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,1,21000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,2,1: URBAN,6,0,No children yet,Yes,ADULT ONLY,21000,77000,No,Bachelor of Arts Degree (BA),No,No,40,1007,-4,1007,-4,2500,3,20000,1: EMPLOYED,
3464,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,32100,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,8,0,No children yet,Yes,ADULT ONLY,32000,100000,Yes,Bachelor of Science (BS),No,No,-4,910,-4,910,-4,12500,2,26700,1: EMPLOYED,
3465,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,34500,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,7,2,23,Yes,ADULT ONLY,4500,60000,-4,High school diploma (or equivalent),No,No,4,-4,-4,502,-4,-4,2,158100,1: EMPLOYED,
3466,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,30030,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,2,0,No children yet,No,NEVER,30000,85700,No,Bachelor of Science (BS),No,No,-4,910,-4,910,-4,3600,3,6200,1: EMPLOYED,
3467,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,35300,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,5,1,30,No,NEVER,0,22000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,66600,1: EMPLOYED,
3468,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,27300,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,1,No children yet,No,NEVER,14500,85000,Yes,Other (SPECIFY),No,No,45,506,-4,506,-4,2000,3,34500,1: EMPLOYED,
3469,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1996,Yes,2,38700,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,-3,1: URBAN,7,0,31,No,NEVER,6000,21000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,-4,833,-4,909,-4,8500,2,841832,1: EMPLOYED,
3470,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,47100,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,2,25,No,NEVER,0,100000,No,High school diploma (or equivalent),No,No,-4,501,-4,501,-4,-5,2,67000,1: EMPLOYED,
3471,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,1,37000,0: NOT IN POVERTY,2: NORTH CENTRAL,3: 3  DIVORCED,0,1: URBAN,10,0,20,No,NEVER,37000,216200,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,2,2900,2: UNEMPLOYED,
3472,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,56300,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,2,22,No,NEVER,74283,265933,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,-4,506,-4,506,-4,9500,2,45500,1: EMPLOYED,
3473,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,3,-3,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,1,26,No,NEVER,74283,138775,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,17300,1: EMPLOYED,
3474,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,5,67600,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,8,3,21,No,NEVER,74283,147970,No,High school diploma (or equivalent),No,No,-4,9996,-4,9996,-4,-5,2,108100,1: EMPLOYED,
3475,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,4,44000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,13,2,22,Yes,BOTH CHILD AND ADULT,3500,26000,-4,High school diploma (or equivalent),No,Yes,40,1305,-4,1305,-4,-4,4,28000,1: EMPLOYED,
3476,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,3,33600,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,0: RURAL,11,1,17,Yes,BOTH CHILD AND ADULT,16800,30000,-4,High school diploma (or equivalent),Yes,Yes,-4,1208,-4,1305,-4,-4,2,50000,1: EMPLOYED,
3477,1990,61,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,9700,0: NOT IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,24,1: URBAN,15,0,No children yet,Yes,ADULT ONLY,9700,19400,No,High school diploma (or equivalent),No,Yes,59,1701,-4,1701,-4,4965,1,-6300,1: EMPLOYED,
3478,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,3,79000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,4,1,31,No,NEVER,33000,45000,No,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,2,8500,1: EMPLOYED,
3479,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,2000,Yes,1,-2,-3,2: NORTH CENTRAL,0: 0  NEVER MARRIED,-3,1: URBAN,5,0,36,No,NEVER,74283,110000,-4,High school diploma (or equivalent),No,Yes,15,-4,-4,-4,-4,-4,2,19000,1: EMPLOYED,
3480,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,3,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,17,1,30,No,NEVER,10000,20000,Yes,High school diploma (or equivalent),No,No,40,802,-4,802,-4,-5,2,104000,1: EMPLOYED,
3481,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,5,50025,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,2,3,21,No,NEVER,28000,62000,No,None,No,No,-4,1203,-4,1203,-4,-4,2,10,1: EMPLOYED,
3482,1990,58,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,5,20080,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,3,3,29,Yes,ADULT ONLY,20000,75000,No,High school diploma (or equivalent),No,No,40,901,-4,901,-4,-4,2,22200,1: EMPLOYED,
3483,1990,59,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,5,-2,-3,2: NORTH CENTRAL,3: 3  DIVORCED,2,1: URBAN,4,0,24,Yes,ADULT ONLY,13900,120000,No,High school diploma (or equivalent),Yes,Yes,-4,904,-4,904,-4,-4,2,0,1: EMPLOYED,
3484,1990,64,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,5,-2,-3,2: NORTH CENTRAL,0: 0  NEVER MARRIED,3,1: URBAN,5,0,No children yet,,,15000,23000,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,3000,1: EMPLOYED,
3485,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,No,2,39700,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,11,0,29,Yes,ADULT ONLY,17500,74000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,No,40,801,-4,509,-4,2500,3,56500,1: EMPLOYED,
3486,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,4,-2,-3,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,2,23,No,NEVER,25000,98000,No,Bachelor of Science (BS),No,No,-4,1203,-4,1203,-4,10000,2,14333,1: EMPLOYED,
